Transaction_ID,Price,Date,Postcode,Property_Type,Old_New,Duration,PAON,SAON,Street,Locality,Town_City,District,PPD_Category,Record_Status,County
{018624F8-9BF7-4D20-9448-F9E6401D2919},575000,2013-04-25 00:00,SW4 6NR,F,N,L,7,FLAT 1,CHELSHAM ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{964FDD12-3561-402A-89EC-EF5757851815},420000,2013-11-29 00:00,E1 8LY,F,N,L,23,,CARTWRIGHT STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{6A5BEAA3-AC8F-4640-A86D-FD6744E34D6C},210000,2013-01-10 00:00,UB3 4JU,T,N,F,103,,CORONATION ROAD,,HAYES,HILLINGDON,A,A,GREATER LONDON
{553E99C8-0F4A-4528-B273-57A74288626A},2650000,2013-08-14 00:00,SE3 0AD,D,N,F,31,,MORDEN ROAD,,LONDON,GREENWICH,A,A,GREATER LONDON
{D0A16A55-5259-49B9-AC9B-57A7030D4743},390000,2013-12-06 00:00,HA4 8TT,S,N,F,83,,BRIXHAM CRESCENT,,RUISLIP,HILLINGDON,A,A,GREATER LONDON
{C8E4F97C-23AD-4BAF-A49F-4CF52A7B7BDD},485250,2013-02-12 00:00,SE4 2JH,T,N,F,38,,FINLAND ROAD,,LONDON,LEWISHAM,A,A,GREATER LONDON
{D6FD6BDD-B2AF-4232-B219-4CF51B2F5A64},281000,2013-10-25 00:00,W4 3DJ,F,N,L,35,,OXFORD ROAD SOUTH,,LONDON,HOUNSLOW,A,A,GREATER LONDON
{407A4BFE-96D8-48DD-823F-5B3F675FBFD0},175000,2013-07-02 00:00,SM2 5EL,F,N,L,"STUART COURT, 5",FLAT 5,HILLCROOME ROAD,,SUTTON,SUTTON,A,A,GREATER LONDON
{60C8FECB-1B95-4D04-A079-5082DCA26869},299950,2013-03-15 00:00,N5 2DR,F,N,L,120,FLAT 8,HIGHBURY NEW PARK,,LONDON,ISLINGTON,A,A,GREATER LONDON
{5161E643-F426-44F6-A812-542B8FE19C78},415000,2013-08-29 00:00,E14 3SP,F,N,L,"GALAXY BUILDING, 5",FLAT 80,CREWS STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{E2359DDE-9511-4783-92B8-4CF4A372681E},228000,2013-07-05 00:00,KT4 8AW,F,N,L,EDGE COURT,FLAT 1,LINCOLN ROAD,,WORCESTER PARK,SUTTON,A,A,GREATER LONDON
{A2199FD0-AEC0-4899-A902-542B56B988DF},273000,2013-07-12 00:00,HA9 9JH,T,N,F,19,,SUMMERS CLOSE,,WEMBLEY,BRENT,A,A,GREATER LONDON
{B1E40CD8-EFD7-4060-8B4C-4CF446335653},1160000,2013-05-03 00:00,W14 0PY,T,N,F,3,,CEYLON ROAD,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{9B74FB3E-1089-4DCF-A930-5082235D5BCA},645000,2013-04-12 00:00,SW19 1PG,T,N,F,19,,PALMERSTON ROAD,,LONDON,MERTON,A,A,GREATER LONDON
{225BB39B-7724-47AD-8E1C-50820188F66F},245000,2013-06-28 00:00,SE5 9QH,F,N,L,136,FLAT 6,COLDHARBOUR LANE,,LONDON,LAMBETH,A,A,GREATER LONDON
{42F10BAC-3788-452D-9D52-9B3ADEA6B691},637000,2013-09-06 00:00,NW10 4HH,T,N,F,88,,SELLONS AVENUE,,LONDON,BRENT,A,A,GREATER LONDON
{1EC59121-0FBC-44F0-82EB-9B3AA605124F},550000,2013-04-19 00:00,SW6 4EG,F,N,L,35,,CROOKHAM ROAD,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{E9FFAC5D-D642-4352-A8D0-9B3A99156724},545000,2013-08-06 00:00,SW14 8PG,T,N,F,2,,ROCK AVENUE,,LONDON,RICHMOND UPON THAMES,A,A,GREATER LONDON
{5D298FB9-5571-4F82-9A26-A25EDE4DA196},650000,2013-06-28 00:00,SW1V 1PB,F,N,L,35,FLAT 4,ECCLESTON SQUARE,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{BAFD229A-811B-42AD-8579-9EC8AED19EAA},205000,2013-12-06 00:00,N8 7BU,F,N,L,26,FLAT 3,CHURCH LANE,HORNSEY,LONDON,HARINGEY,A,A,GREATER LONDON
{DB6E4A10-19F2-47C4-B9D0-9B3A7A642F49},555000,2013-02-21 00:00,N4 1SN,S,N,F,38,,WOODBERRY GROVE,,LONDON,HACKNEY,A,A,GREATER LONDON
{4B40BD7A-2491-4184-A9BC-97A5DB985447},430000,2013-01-28 00:00,SW19 1BQ,T,N,F,30,,LABURNUM ROAD,,LONDON,MERTON,A,A,GREATER LONDON
{9BE2E2B2-E542-43BB-9BE9-A25EC66F62DE},185000,2013-05-31 00:00,E15 1LF,F,N,L,"ADRIAN HOUSE, 32",FLAT 4,JUPP ROAD,,LONDON,NEWHAM,A,A,GREATER LONDON
{6F3BEDDE-4852-4C43-9DD5-A25EA722E473},925000,2013-08-16 00:00,SW12 9NJ,T,N,F,12,,FERNBANK MEWS,,LONDON,LAMBETH,A,A,GREATER LONDON
{13903B02-1A8A-441F-8D89-9EC868D78C0D},290000,2013-09-06 00:00,HA7 4FW,F,N,L,GLOSTER HOUSE,23,GLANVILLE MEWS,,STANMORE,HARROW,A,A,GREATER LONDON
{ECB03FE1-E6B2-41E7-B06F-942BACBE0DDF},225000,2013-07-12 00:00,RM6 6LD,T,N,F,109,,HEATH ROAD,,ROMFORD,BARKING AND DAGENHAM,A,A,GREATER LONDON
{1EF3BF31-3836-4E0A-93C5-9B3A1D2C7284},351500,2013-07-17 00:00,HA4 8AN,D,N,F,37,,FAIRACRES,,RUISLIP,HILLINGDON,A,A,GREATER LONDON
{C486DC6A-E7DC-46FC-B07F-9EC83799CEDD},380135,2013-11-08 00:00,N1 5SZ,F,N,L,PORTFLEET PLACE,FLAT 5,DE BEAUVOIR ROAD,,LONDON,HACKNEY,A,A,GREATER LONDON
{D1E979E6-0F16-4AC0-93E6-9EC7FA51DB5D},478000,2013-04-12 00:00,SE1 3UQ,F,N,L,TROCETTE MANSIONS,FLAT 6,BERMONDSEY STREET,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{14C5EC6A-965A-44F5-8C0C-97A519C230B9},390000,2013-05-31 00:00,N22 6AD,T,N,F,70,,BOUNDARY ROAD,,LONDON,HARINGEY,A,A,GREATER LONDON
{000B2C66-5A16-4482-9A9F-9EC77A3F18F6},230000,2013-03-11 00:00,CR4 3LW,T,N,F,74,,FLEMING MEAD,,MITCHAM,MERTON,A,A,GREATER LONDON
{A8871F5B-5DE7-47E4-AB3A-942AF580C71C},170000,2013-09-30 00:00,RM10 9EP,T,N,F,124,,OVAL ROAD NORTH,,DAGENHAM,BARKING AND DAGENHAM,A,A,GREATER LONDON
{0C3B532E-F82F-42CA-AAD4-942AF3263E34},500000,2013-09-20 00:00,SW18 1GD,F,N,L,"SEVERN HOUSE, 19",30,ENTERPRISE WAY,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{B324E77B-5638-4D89-8CC2-9B399ADBC4FE},386000,2013-01-29 00:00,SW8 3RR,F,N,L,126,FLAT 37,QUEENSTOWN ROAD,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{8B3A08B2-0A1F-4A03-BBDE-87D35EC593A1},178000,2013-08-08 00:00,SE20 8EF,F,N,L,175,FLAT 1,ANERLEY ROAD,,LONDON,BROMLEY,A,A,GREATER LONDON
{B36491CE-79EF-4F52-8AB3-87D33E783493},264995,2013-07-05 00:00,BR6 7BQ,T,N,F,23,,HIGH STREET,FARNBOROUGH,ORPINGTON,BROMLEY,A,A,GREATER LONDON
{6B14773B-FC93-4FAB-9315-8F01490821CB},242000,2013-07-15 00:00,E17 4LF,T,N,F,79,,STURGE AVENUE,,LONDON,WALTHAM FOREST,A,A,GREATER LONDON
{3F118675-26BD-4E01-BED5-92AFEAA5C7CF},1155000,2013-04-09 00:00,N1 8NY,D,N,F,12,,ALLINGHAM STREET,,LONDON,ISLINGTON,A,A,GREATER LONDON
{488159D7-7D13-4F3F-B827-92AFA9230198},180000,2013-12-06 00:00,SE5 9QY,F,N,L,54 - 56,FLAT 2,KNATCHBULL ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{0FD61567-2EA2-4462-AF85-8F00E48EADB1},680000,2013-05-23 00:00,SW20 8LA,T,N,F,3,,RICHMOND AVENUE,,LONDON,MERTON,A,A,GREATER LONDON
{262A6A36-ABA6-4216-8D33-8B5BEC55477D},71000,2013-05-29 00:00,N9 7AS,T,N,F,62,,CHISWICK ROAD,,LONDON,ENFIELD,A,A,GREATER LONDON
{ED44AA62-1DF1-446C-9051-92AF663D454E},275000,2013-08-30 00:00,TW5 9DU,T,N,F,63,,ASH GROVE,,HOUNSLOW,HOUNSLOW,A,A,GREATER LONDON
{852096C8-A8FA-4D47-8407-8F002701C4A1},211000,2013-03-27 00:00,SW20 0TW,F,N,L,14,FLAT 4,DURHAM ROAD,,LONDON,MERTON,A,A,GREATER LONDON
{23CA2057-9948-4AEA-8C53-8F000A09AC68},463000,2013-08-09 00:00,E11 3QS,T,N,F,32,,LAKE HOUSE ROAD,,LONDON,REDBRIDGE,A,A,GREATER LONDON
{19B4A4D0-CBEF-4318-A266-8B5AE59570AD},139500,2013-08-13 00:00,SE18 6SU,F,N,L,LANTERN HOUSE,FLAT 5,CONNAUGHT MEWS,,LONDON,GREENWICH,A,A,GREATER LONDON
{1A872435-0FEF-4BBA-BBB3-92914CFBE808},245000,2013-01-31 00:00,UB3 2TR,S,N,F,136,,YORK AVENUE,,HAYES,HILLINGDON,A,A,GREATER LONDON
{ECE70F92-AEF4-49AD-9A33-FD671DF821E8},390000,2013-09-30 00:00,IG9 6ET,S,N,F,19,,CHERRY TREE RISE,,BUCKHURST HILL,REDBRIDGE,A,A,GREATER LONDON
{27FD7AC1-81D6-493E-A3FA-F9E6086CD593},250000,2013-12-17 00:00,DA8 1YE,T,N,F,43,,COOKSON GROVE,,ERITH,BEXLEY,A,A,GREATER LONDON
{EE3B327E-AC3D-42FD-B0BE-F2D82EF3DE19},285000,2013-12-06 00:00,RM11 2AN,T,N,F,49,,KINFAUNS AVENUE,,HORNCHURCH,HAVERING,A,A,GREATER LONDON
{CE39FEB5-2201-4257-8BE9-F6677B06C05C},815000,2013-01-11 00:00,SW19 1QT,T,N,F,42,,GLADSTONE ROAD,,LONDON,MERTON,A,A,GREATER LONDON
{F9FC4C38-5EF8-4AD5-BA9B-F9E4C4A2F204},197500,2013-12-11 00:00,HA4 6PJ,T,N,F,36A,,STAFFORD ROAD,,RUISLIP,HILLINGDON,A,A,GREATER LONDON
{16676F36-E7CA-47FC-9FAA-F6673A1FC5F7},200000,2013-11-20 00:00,CR2 6DL,F,N,L,"HURST VIEW GRANGE, 149",6,PAMPISFORD ROAD,,SOUTH CROYDON,CROYDON,A,A,GREATER LONDON
{320D21F7-7A05-475C-9C12-EF55EA6251B4},244950,2013-04-26 00:00,BR1 3JT,T,N,F,33,,PALACE ROAD,,BROMLEY,BROMLEY,A,A,GREATER LONDON
{7C32D2EC-2605-493E-AC55-EF55DA7C5758},234950,2013-10-18 00:00,N15 5AR,F,N,L,68,,CORNWALL ROAD,,LONDON,HARINGEY,A,A,GREATER LONDON
{FB0D7377-F324-4C7D-8FEA-F2D75506FED9},490000,2013-06-28 00:00,E14 8BB,F,N,L,"DUNBAR WHARF, 108 - 124",FLAT 29,NARROW STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{B9C36AF1-A621-406A-AA62-5081FBE5449C},447000,2013-09-10 00:00,DA15 9EL,S,N,F,4,,WILLERSLEY CLOSE,,SIDCUP,BEXLEY,A,A,GREATER LONDON
{D558248A-D20B-44EE-AFE1-57A5CBE9F772},326000,2013-12-13 00:00,E1 4QN,F,N,L,18,,EMMOTT CLOSE,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{14F754F9-C43A-445C-8254-5081A27F6513},232500,2013-11-15 00:00,HA5 3TQ,F,N,L,21,,AUDLEY COURT,,PINNER,HARROW,A,A,GREATER LONDON
{70338C3D-58DD-46F7-86BB-57A57A788103},190000,2013-07-01 00:00,SE16 2HS,F,N,L,52,,LOCKWOOD SQUARE,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{66B18079-E8D1-4086-8DE4-5B3DE44B3769},415000,2013-03-14 00:00,W12 8DN,F,N,L,LANARK MANSIONS,FLAT 15,PENNARD ROAD,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{BC694EB4-EE25-44CF-925B-5B3D93E5AA88},170000,2013-07-05 00:00,UB7 9FR,F,Y,L,"CAVENDISH HOUSE, 15",14,PARK LODGE AVENUE,,WEST DRAYTON,HILLINGDON,A,A,GREATER LONDON
{97EAF364-CAE4-465B-8C85-5B3D78FFDEC3},360000,2013-08-01 00:00,SW16 3LY,T,N,F,235,,GREEN LANE,,LONDON,CROYDON,A,A,GREATER LONDON
{D86470AE-42D2-41CB-B060-5B3D36F54A0D},492500,2013-07-29 00:00,SW6 2AX,F,N,L,19,,CHERYLS CLOSE,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{11E27A54-44B4-4BB4-B4A3-97A4B5728547},190000,2013-03-08 00:00,E5 9PB,F,N,L,"ARMSTRONG HOUSE, 146",FLAT 26,SOUTHWOLD ROAD,,LONDON,HACKNEY,A,A,GREATER LONDON
{D230BF24-4B94-4748-8BEA-9EC71E7D956F},699950,2013-03-14 00:00,WC1N 1HD,F,N,L,WITLEY COURT,FLAT 65,CORAM STREET,,LONDON,CAMDEN,A,A,GREATER LONDON
{26F701D7-3B8E-4425-B89B-A25D754E31EC},527500,2013-02-15 00:00,SW19 8SE,T,N,F,14,,MILTON ROAD,,LONDON,MERTON,A,A,GREATER LONDON
{70B81BBB-0C19-4864-8F3E-A25D24FC0A3D},248500,2013-03-15 00:00,CR0 0AX,S,N,F,24,,WARBANK CLOSE,NEW ADDINGTON,CROYDON,CROYDON,A,A,GREATER LONDON
{82E3BB84-9DD6-4C20-B70C-9EC65A3A2422},6300000,2013-08-21 00:00,W8 6PR,S,N,F,26,,SCARSDALE VILLAS,,LONDON,KENSINGTON AND CHELSEA,A,A,GREATER LONDON
{15FFA0F0-966F-4312-828C-97A3DB42021C},550000,2013-09-16 00:00,E14 8BZ,F,N,L,"PAPER MILL WHARF, 50",FLAT 38,NARROW STREET,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{5B4E2930-A42B-4040-8755-97A37BB58CDA},260000,2013-11-22 00:00,SW20 9HL,F,N,L,314,,CANNON HILL LANE,,LONDON,MERTON,A,A,GREATER LONDON
{460B14D6-B740-47FA-8350-942933013DA9},187000,2013-10-18 00:00,TW4 6FB,F,Y,L,DATCHET HOUSE,FLAT 22,CHESTER ROAD,,HOUNSLOW,HOUNSLOW,A,A,GREATER LONDON
{B6ED8183-A9B6-454D-9550-9B37F0107E65},800000,2013-12-02 00:00,SW5 9AS,F,N,L,284C,,EARLS COURT ROAD,,LONDON,KENSINGTON AND CHELSEA,A,A,GREATER LONDON
{3E42D309-4BF8-4AF6-ACF8-92912D5CCA0B},452500,2013-05-16 00:00,SW2 4XG,F,N,L,106,,TELFORD AVENUE,,LONDON,LAMBETH,A,A,GREATER LONDON
{5EDEE6E6-A8E2-4211-8E3A-92AEA5F00BA0},247500,2013-12-16 00:00,W7 1PE,T,N,F,6,,ALCOTT CLOSE,,LONDON,EALING,A,A,GREATER LONDON
{040B0717-AA87-47D1-AE51-92AE94201B76},450000,2013-10-23 00:00,SW8 2FH,F,N,L,21,FLAT 994,ST GEORGE WHARF,,LONDON,LAMBETH,A,A,GREATER LONDON
{E8B284A8-7E68-4656-A526-92AE6503982D},475000,2013-10-31 00:00,NW8 9HP,F,N,L,GROVE END HOUSE,FLAT 3P,GROVE END ROAD,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{27E97640-1DD8-41AC-A755-8EFFA216F4B9},420000,2013-05-16 00:00,N5 1DA,F,N,L,71C,FLAT 24,DRAYTON PARK,,LONDON,ISLINGTON,A,A,GREATER LONDON
{DAF4A2B7-8003-4B42-96DC-9290B50FF23C},685000,2013-03-15 00:00,EC1V 7AH,F,Y,L,265,FLAT 4,GOSWELL ROAD,,LONDON,ISLINGTON,A,A,GREATER LONDON
{D43ACFFA-59DD-4525-B706-92AE5C897D52},390000,2013-12-20 00:00,BR2 9LA,D,N,F,34,,WOLDHAM ROAD,,BROMLEY,BROMLEY,A,A,GREATER LONDON
{647807B3-56D1-4FE3-AAA2-92AE3773841D},174995,2013-08-07 00:00,RM7 0FF,F,Y,L,PULSE COURT,FLAT 63,MAXWELL ROAD,,ROMFORD,HAVERING,A,A,GREATER LONDON
{3D0E5FFD-6FC7-4EA8-9C47-8B5A562AEF7A},400000,2013-04-18 00:00,TW1 3NY,F,N,L,2,,FLOOD LANE,,TWICKENHAM,RICHMOND UPON THAMES,A,A,GREATER LONDON
{24E1D9D9-0462-47D4-9C39-8B5A3F2131D9},226500,2013-07-31 00:00,E3 4JQ,F,Y,L,"FLANAGHAN APARTMENTS, 141",FLAT 12,PORTIA WAY,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{26139747-D2D2-4F0C-8903-92AE212EC833},765000,2013-01-17 00:00,KT1 2SR,D,N,F,47,,GROVE LANE,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,A,A,GREATER LONDON
{19CD46CB-06D7-4EF0-A863-87D0AD69B7C6},500000,2013-01-31 00:00,SW4 7TX,F,N,L,8,,CATO ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{2BF99875-2732-4678-B515-8EFECC81B5E0},390000,2013-11-15 00:00,E11 4HH,T,N,F,249A,,HIGH ROAD LEYTONSTONE,,LONDON,WALTHAM FOREST,A,A,GREATER LONDON
{FE93F748-F57C-4CDF-857A-928FF8ED6511},476000,2013-11-25 00:00,E14 9PL,F,N,L,"NEW PROVIDENCE WHARF, 1",FLAT 225,FAIRMONT AVENUE,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{32472048-C25C-4FB3-AE8E-92AD6EE38522},598000,2013-09-06 00:00,SM6 9QL,D,N,F,13,,ONSLOW GARDENS,,WALLINGTON,SUTTON,A,A,GREATER LONDON
{7918DC24-B8BC-4C2A-8E5F-87D03D93DE4E},428000,2013-08-30 00:00,W6 8NH,F,N,L,37,GROUNDFLOOR AND BASEMENT FLAT,GREYHOUND ROAD,,LONDON,HAMMERSMITH AND FULHAM,A,A,GREATER LONDON
{B1FA6204-B005-4E4E-8C65-8EFE1552967B},313000,2013-10-25 00:00,E14 7FE,F,N,L,"CARMINE WHARF, 30",E201,COPENHAGEN PLACE,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{4661935B-F8F2-4F50-94C8-F2D72CC1DF5F},195000,2013-10-02 00:00,E3 5EX,F,N,L,MULL HOUSE,FLAT 20,STAFFORD ROAD,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{75836C7F-CAF9-439B-87E5-F9E41EA9DA6C},399995,2013-11-27 00:00,SE9 2BD,S,N,F,26,,AVERY HILL ROAD,,LONDON,GREENWICH,A,A,GREATER LONDON
{8C4AC2B2-38C6-4546-831B-F6667BDC722D},135000,2013-02-11 00:00,BR5 1RS,S,N,F,28,,CLAREVILLE ROAD,,ORPINGTON,BROMLEY,A,A,GREATER LONDON
{D750DDF4-A248-4154-8559-F2D6FB1D571A},249950,2013-08-02 00:00,SE22 8JH,F,N,L,309A,,LORDSHIP LANE,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{45B9B2E8-6B77-4B9F-AC9D-F2D6DEF303FA},335000,2013-11-01 00:00,E8 3DD,F,Y,L,JOPLIN HOUSE,FLAT 17,ROSEBERRY PLACE,,LONDON,HACKNEY,A,A,GREATER LONDON
{3DF05E21-261C-4FBA-96E1-FD6500EEC2D5},240000,2013-05-31 00:00,KT5 8QA,F,N,L,7,FLAT 1,PARK ROAD,,SURBITON,KINGSTON UPON THAMES,A,A,GREATER LONDON
{6E5AF367-31B2-4E67-9B93-F9E3C4D4A14E},580000,2013-09-11 00:00,BR6 8NH,D,N,F,1,,THE BIRCHES,,ORPINGTON,BROMLEY,A,A,GREATER LONDON
{30DBBC4A-F20E-4336-B3D3-F9E3C36313CD},337000,2013-10-10 00:00,HA3 7HT,T,N,F,18,,ADDERLEY ROAD,,HARROW,HARROW,A,A,GREATER LONDON
{D609693F-9F9E-4044-94DE-FD64B4DD2CE6},145000,2013-01-16 00:00,SW15 4PT,F,N,L,CHARCOT HOUSE,FLAT 19,HIGHCLIFFE DRIVE,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{940E0318-1BF6-4901-AC77-FD64A56F109F},417500,2013-01-09 00:00,TW12 2EL,F,N,L,"THE ORANGERY, 19",FLAT 4,HOGARTH WAY,,HAMPTON,RICHMOND UPON THAMES,A,A,GREATER LONDON
{5C433590-9BBB-4672-925F-EF54900DA21B},245000,2013-11-29 00:00,RM13 9HW,S,Y,F,12,,BROOKWAY,,RAINHAM,HAVERING,A,A,GREATER LONDON
{9CD3E336-F4F4-43AF-B24D-EF5484961DD3},310000,2013-10-17 00:00,SE16 7QG,F,N,L,COOMBROOK COURT,FLAT 3,ELGAR STREET,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{5862F1C3-6BEE-4DE6-A180-F2D634F59134},115000,2013-03-01 00:00,SM2 6RT,F,N,L,REDRUTH HOUSE,FLAT 13,GRANGE ROAD,,SUTTON,SUTTON,A,A,GREATER LONDON
{BE017705-7C90-42F0-A94B-F2D61F998D67},685000,2013-08-16 00:00,SW8 4NP,F,N,L,"THE BRIDGE, 334",FLAT 113,QUEENSTOWN ROAD,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{1CB865D8-6FEC-40FE-A015-F665A7073496},250000,2013-11-11 00:00,UB4 9PF,S,N,F,40,,PENDULA DRIVE,,HAYES,HILLINGDON,A,A,GREATER LONDON
{8CE5815E-4A12-4A74-A365-F2D5D6C7F14B},560000,2013-08-02 00:00,EN2 0HT,S,N,F,1,,PARK NOOK GARDENS,,ENFIELD,ENFIELD,A,A,GREATER LONDON
{1ED6DB52-82E2-4B04-B2EE-FD643E8384D8},425000,2013-10-03 00:00,NW1 9DR,F,N,L,42A,,CAMDEN ROAD,,LONDON,CAMDEN,A,A,GREATER LONDON
{F000AC66-443F-4B2A-BC1F-57A3F14D07FE},499950,2013-02-11 00:00,SW11 3LE,F,N,L,EATON HOUSE,FLAT 40,VICARAGE CRESCENT,BATTERSEA,LONDON,WANDSWORTH,A,A,GREATER LONDON
{670FD2D3-57E4-4075-992E-5B3CE3BEF9C5},751500,2013-03-04 00:00,NW10 4EX,S,N,F,38A,,HARLESDEN GARDENS,,LONDON,BRENT,A,A,GREATER LONDON
{A82F3A56-E194-4FF0-BE89-5B3CA0149E85},340000,2013-12-13 00:00,UB6 8LQ,T,N,F,83,,WOODHOUSE AVENUE,PERIVALE,GREENFORD,EALING,A,A,GREATER LONDON
{E0D131EF-F649-46A4-8667-4CF1E94DE1CE},250000,2013-01-31 00:00,UB6 9EX,T,N,F,41,,PORTLAND CRESCENT,,GREENFORD,EALING,A,A,GREATER LONDON
{6016D3E0-B891-4886-BFA7-57A356061B67},438000,2013-10-21 00:00,E14 9EB,F,N,L,"LANDMARK EAST TOWER, 24",FLAT 3209,MARSH WALL,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{41C8C6A0-9390-4893-B705-5428687AF874},330000,2013-12-17 00:00,SE16 4EF,F,Y,L,PARKER BUILDING,FLAT 122,JAMAICA ROAD,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{D22FDC8A-8E12-44A3-837A-5B3C2EE5BD83},250000,2013-03-15 00:00,CR5 1JR,S,N,F,159,,CATERHAM DRIVE,,COULSDON,CROYDON,A,A,GREATER LONDON
{8F83D23F-ED7A-476D-8EDF-4CF1C0904DE7},207000,2013-06-28 00:00,SW19 6LE,F,N,L,56,,WINTERFOLD CLOSE,,LONDON,WANDSWORTH,A,A,GREATER LONDON
{81EBF97B-5EBB-4BAE-8D54-507F6029C3EF},320000,2013-04-19 00:00,E1W 3TX,F,N,L,8,FLAT 69,NEW CRANE PLACE,,LONDON,TOWER HAMLETS,A,A,GREATER LONDON
{0BDE8C89-EEAE-4CD3-A0AC-57A2FB28CF2C},262500,2013-02-06 00:00,SE1 4SL,F,N,L,16,,CREASY ESTATE,,LONDON,SOUTHWARK,A,A,GREATER LONDON
{0C108A91-2212-47DF-8887-5B3C04F54BA7},340000,2013-12-04 00:00,SW9 0BG,F,N,L,"CAUSTON HOUSE, 13",FLAT 305,PRINTERS ROAD,,LONDON,LAMBETH,A,A,GREATER LONDON
{5D3A87CF-C927-446C-9CE1-5B3BE03E98C5},437000,2013-10-25 00:00,W7 2EY,S,N,F,63,,ST DUNSTANS ROAD,,LONDON,EALING,A,A,GREATER LONDON
{2EDA00B5-2C26-46B2-833A-5B3BD9E67435},365000,2013-10-17 00:00,IG8 9EF,T,N,F,170B,,HIGH ROAD,,WOODFORD GREEN,REDBRIDGE,A,A,GREATER LONDON
{E647EACB-15A0-4CAD-AF77-5427B67B7790},515000,2013-10-04 00:00,N21 3QA,S,N,F,58,,WOODLAND WAY,,LONDON,ENFIELD,A,A,GREATER LONDON
{67E23F42-15EF-4C2B-AA4A-5B3B795CF1AC},245000,2013-10-11 00:00,HA8 0RZ,T,N,F,173,,ABBOTS ROAD,,EDGWARE,BARNET,A,A,GREATER LONDON
{A3C7C3AE-9457-4635-BCCC-507EAFE6ECE6},225000,2013-01-03 00:00,CR4 3DR,T,N,F,54,,ASHTREE AVENUE,,MITCHAM,MERTON,A,A,GREATER LONDON
{9AC26EA8-EBBB-49C0-9222-5B3B331C22EA},1500000,2013-05-08 00:00,NW3 2TB,F,N,L,53,LOWER GROUND AND GROUND FLOOR FLAT,PARLIAMENT HILL,HAMPSTEAD,LONDON,CAMDEN,A,A,GREATER LONDON
{91AA1D76-3673-4A55-BAF0-942910852CD0},250000,2013-03-22 00:00,HA1 2JS,F,N,L,"SHEPHERDS COURT, 35",FLAT 15,SHEEPCOTE ROAD,,HARROW,HARROW,A,A,GREATER LONDON
{8CD80D03-8099-4E54-A791-9EC56D9E4F9F},152500,2013-08-09 00:00,UB5 6AP,F,N,L,90,,ELM TREE CLOSE,,NORTHOLT,EALING,A,A,GREATER LONDON
{2604DD23-A5B4-4727-95C9-9EC541884757},230000,2013-03-06 00:00,RM13 9SF,S,N,F,58,,STOKE ROAD,,RAINHAM,HAVERING,A,A,GREATER LONDON
{CE149772-D59C-4F37-8BF2-97A239299652},1075000,2013-05-28 00:00,W1H 5JH,T,N,F,24,,CATO STREET,,LONDON,CITY OF WESTMINSTER,A,A,GREATER LONDON
{9D54B06F-6D25-46D9-A3F9-9B3685D3E5F9},250000,2013-11-29 00:00,IG1 1SJ,T,N,F,108,,GORDON ROAD,,ILFORD,REDBRIDGE,A,A,GREATER LONDON
{FEE92E09-EF9C-4A48-8392-A25AE0FA718F},475000,2013-03-01 00:00,SW14 8HE,T,N,F,28,,WORPLE STREET,,LONDON,RICHMOND UPON THAMES,A,A,GREATER LONDON
{471F043C-B48B-4D46-A7FB-97A1E558D70F},415000,2013-06-27 00:00,EN2 7EE,F,Y,L,28,FLAT 6,SLADES HILL,,ENFIELD,ENFIELD,A,A,GREATER LONDON
{374058B4-88DF-4745-A6BC-9427739A90BA},2000000,2013-03-27 00:00,SW19 4BQ,D,Y,F,"CONVENT MEWS, 45",10,EDGE HILL,,LONDON,MERTON,A,A,GREATER LONDON
